"spkid","full_name","epoch_mjd","a","e","i","om","w","ma"
3989098,"       (2020 BS5)",60800,2.012,0.4058,3.75,350.04,107.38,315.29
3989099,"       (2020 BU5)",60800,1.788,0.2853,27.52,259.32,266.31,45.69
3989138,"       (2020 BV5)",60800,1.239,0.2682,11.68,299.61,113.64,341.50
3989139,"       (2020 BW5)",60800,1.329,0.3444,0.51,277.04,281.41,119.51
3989140,"       (2020 BX5)",58871,2.514,0.5890,23.12,119.40,316.47,10.55
3989141,"       (2020 BY5)",58870,1.493,0.3467,8.42,309.13,203.55,345.76
3989142,"       (2020 BA6)",60800,1.486,0.3367,12.16,302.75,142.46,348.94
3989144,"       (2020 BC6)",60800,1.86,0.7096,6.28,272.38,98.52,64.13
3989146,"       (2020 BF6)",60800,1.569,0.3632,13.10,301.08,173.40,249.85
3989145,"       (2020 BG6)",60800,1.437,0.3116,11.73,301.37,159.42,33.28
3989147,"       (2020 BH6)",60800,1.7,0.4646,5.01,304.56,220.05,122.93
3989148,"       (2020 BJ6)",60800,1.265,0.1807,3.91,323.35,157.65,255.71
3989149,"       (2020 BK6)",58871,1.358,0.2111,13.75,123.13,22.47,345.42
3989150,"       (2020 BL6)",58873,1.198,0.1761,17.61,123.03,294.61,48.54
3989151,"       (2020 BM6)",58871,2.473,0.6512,0.52,207.24,212.56,13.47
3989152,"       (2020 BN6)",60800,2.545,0.5556,2.10,154.98,344.30,105.74
3989154,"       (2020 BP6)",60800,2.373,0.4545,4.34,151.27,7.44,146.74
3989156,"       (2020 BV6)",58872,1.414,0.2747,7.50,121.59,333.04,15.95
3989157,"       (2020 BX6)",60800,2.774,0.6163,11.69,159.11,323.84,54.10
3989158,"       (2020 BY6)",60800,1.155,0.0859,17.77,310.96,199.70,70.40
3989159,"       (2020 BZ6)",60800,1.18,0.1248,6.86,297.92,113.39,101.56
3989160,"       (2020 BB7)",58872,2.558,0.5746,4.96,329.85,141.24,3.44
3989161,"       (2020 BC7)",60800,1.456,0.2046,24.12,126.26,64.44,313.92
3989162,"       (2020 BD7)",60800,1.25,0.1589,6.27,133.10,303.66,315.36
3989164,"       (2020 BH7)",60800,2.619,0.6090,3.27,119.80,10.40,88.08
3989165,"       (2020 BJ7)",60800,1.539,0.6431,0.51,286.67,298.31,248.04
3989166,"       (2020 BK7)",60800,1.368,0.2634,1.82,304.37,174.64,111.18
3989167,"       (2020 BL7)",58873,1.858,0.4684,8.70,320.00,212.21,342.75
3989168,"       (2020 BM7)",60800,1.116,0.0851,24.55,307.56,260.58,98.29
3989169,"       (2020 BN7)",60800,0.9526,0.1243,8.24,97.83,198.06,82.54
3989170,"       (2020 BO7)",58872,2.518,0.5005,1.82,155.36,354.39,352.15
3989171,"       (2020 BP7)",60800,1.308,0.3513,10.16,297.79,283.37,132.59
3989172,"       (2020 BQ7)",60800,1.822,0.7391,15.18,141.09,197.90,80.53
3989174,"       (2020 BS7)",60800,3.099,0.8743,52.31,280.09,37.90,358.83
3989176,"       (2020 BV7)",60800,1.104,0.2448,7.04,124.31,84.76,138.89
3989175,"       (2020 BW7)",60800,1.499,0.3101,4.04,128.94,21.69,301.50
3989177,"       (2020 BX7)",60800,2.637,0.5522,4.13,138.11,10.51,78.75
3989178,"       (2020 BY7)",58871,1.356,0.6870,4.25,96.03,269.65,37.79
3989181,"       (2020 BA8)",60800,1.243,0.6518,33.56,314.10,44.48,342.68
3989180,"       (2020 BB8)",58872,1.825,0.3236,38.19,129.43,259.55,59.08
3989182,"       (2020 BC8)",60800,2.313,0.7487,7.37,318.37,252.85,158.58
3989183,"       (2020 BD8)",60800,2.508,0.7050,5.08,349.45,24.54,133.22
3989184,"       (2020 BE8)",60800,1.43,0.3042,1.25,126.80,339.62,39.05
3989185,"       (2020 BF8)",60800,0.9618,0.0995,7.56,124.96,230.82,332.41
3989186,"       (2020 BG8)",60800,2.273,0.4349,8.48,111.03,63.06,178.40
3989187,"       (2020 BH8)",58874,2.579,0.5949,3.04,315.59,145.20,5.55
3989188,"       (2020 BJ8)",60800,0.8691,0.2040,29.31,124.42,194.10,347.41
3989189,"       (2020 BK8)",60800,1.835,0.4525,9.14,303.58,184.80,41.90
3989190,"       (2020 BL8)",60800,1.318,0.2439,1.35,282.38,213.47,168.89
3989191,"       (2020 BM8)",60800,1.274,0.1778,17.06,129.11,11.77,232.40
3989192,"       (2020 BN8)",60800,1.479,0.2511,20.37,304.86,190.31,331.80
3989193,"       (2020 BO8)",60800,0.9543,0.2688,30.16,311.41,322.44,113.44
3989194,"       (2020 BP8)",58873,0.8549,0.5771,10.42,120.72,224.34,79.73
3989195,"       (2020 BQ8)",58872,1.607,0.7761,10.88,128.07,227.65,28.23
3989196,"       (2020 BR8)",58874,2.512,0.8568,7.06,121.79,119.88,348.46
3989197,"       (2020 BS8)",60800,1.681,0.2319,21.64,144.19,295.92,190.42
3989198,"       (2020 BT8)",60800,1.597,0.2972,17.06,93.76,73.86,194.40
3989200,"       (2020 BU8)",60800,1.516,0.4309,18.18,144.10,56.16,256.56
3989199,"       (2020 BV8)",58875,1.638,0.3535,1.53,128.52,350.62,3.00
3989201,"       (2020 BW8)",60800,1.271,0.3063,2.39,304.24,111.99,284.66
3989202,"       (2020 BX8)",58873,2.039,0.4404,3.02,118.13,338.25,9.36
3989203,"       (2020 BC9)",60800,2.334,0.5667,10.31,159.56,343.68,166.79
3989204,"       (2020 BD9)",58876,1.649,0.3844,9.68,131.54,16.16,351.71
3989205,"       (2020 BE9)",58873,1.284,0.2357,23.41,123.67,336.44,12.98
3989206,"       (2020 BF9)",60800,1.793,0.4436,1.99,323.78,151.28,74.06
3989207,"       (2020 BG9)",60800,1.1,0.1159,18.60,126.46,54.64,159.01
3989208,"       (2020 BH9)",60800,1.649,0.3759,2.80,293.78,221.51,163.31
3989209,"       (2020 BJ9)",60800,1.554,0.3633,4.67,145.23,27.91,238.47
3989210,"       (2020 BK9)",60800,2.253,0.5327,22.00,118.21,53.55,178.15
3989211,"       (2020 BL9)",60800,1.2,0.2286,27.45,307.93,266.39,293.92
3989212,"       (2020 BM9)",58874,1.48,0.3148,23.80,299.21,118.23,35.30
3989213,"       (2020 BN9)",60800,1.837,0.4774,10.87,284.68,241.23,26.64
3989214,"       (2020 BO9)",58874,2.116,0.6193,5.44,160.69,32.95,343.04
3989215,"       (2020 BP9)",58874,1.484,0.5375,10.70,126.96,272.23,29.61
3989216,"       (2020 BQ9)",58874,1.923,0.5277,5.96,128.21,308.88,13.74
3989217,"       (2020 BR9)",58874,2.033,0.4740,4.66,124.41,347.76,4.37
3989218,"       (2020 BS9)",60800,1.859,0.4471,4.35,311.16,202.41,19.07
3989219,"       (2020 BU9)",60800,1.243,0.3453,12.16,294.91,334.45,176.14
3989220,"       (2020 BV9)",60800,0.991,0.2531,3.33,300.42,318.05,13.18
3989232,"       (2020 BX9)",60800,1.394,0.2800,14.97,125.96,1.38,72.86
3989231,"       (2020 BY9)",60800,2.342,0.5217,5.40,126.87,357.38,170.04
3989233,"       (2020 BA10)",58880,1.738,0.4545,1.58,118.93,66.20,340.39
3989234,"       (2020 BC10)",60800,1.743,0.4286,8.09,129.43,30.38,91.20
3989235,"       (2020 BF10)",60800,1.054,0.2778,1.13,300.27,289.61,242.36
3989236,"       (2020 BG10)",60800,1.69,0.3731,8.59,126.50,32.28,129.09
3989237,"       (2020 BH10)",58874,1.223,0.4186,0.39,197.74,191.90,47.37
3989238,"       (2020 BJ10)",58874,1.902,0.6423,8.51,167.72,189.12,31.68
3989239,"       (2020 BK10)",60800,1.921,0.5405,2.18,147.75,38.18,335.34
3989240,"       (2020 BL10)",60800,2.198,0.5228,11.42,130.33,4.00,218.63
3989241,"       (2020 BM10)",58874,2.035,0.5091,27.62,123.16,295.26,20.71
3989242,"       (2020 BN10)",60800,0.9278,0.3443,20.52,185.75,69.01,217.13
3989243,"       (2020 BO10)",58875,2.629,0.6959,11.56,37.13,189.72,346.73
3989245,"       (2020 BQ10)",58870,2.512,0.6482,18.73,92.25,338.21,11.01
3989244,"       (2020 BR10)",60800,1.871,0.5942,7.39,156.08,62.81,354.52
3989246,"       (2020 BU10)",58875,1.353,0.2200,19.46,305.61,203.95,346.32
3989247,"       (2020 BW10)",60800,1.915,0.4939,2.78,112.84,349.01,2.99
3989248,"       (2020 BX10)",60800,1.38,0.2307,22.66,318.13,177.29,81.97
3989249,"       (2020 BY10)",60800,1.367,0.3328,1.20,279.31,153.14,134.27
3989250,"       (2020 BZ10)",58876,1.502,0.3173,2.06,140.81,341.68,2.43
3989251,"       (2020 BA11)",60800,1.295,0.4164,29.23,106.26,133.60,140.57
3989252,"       (2020 BC11)",60800,1.889,0.4765,9.07,150.39,273.61,34.82
3989253,"       (2020 BD11)",60800,1.014,0.2784,6.46,88.96,158.13,329.02
3989254,"       (2020 BE11)",60800,1.795,0.4847,15.21,96.34,325.83,90.13
3989255,"       (2020 BF11)",58875,1.372,0.4022,15.68,311.64,257.42,320.88
3989256,"       (2020 BG11)",58871,1.706,0.4564,5.04,137.55,297.45,16.48
3989257,"       (2020 BH11)",60800,2.641,0.5343,11.62,353.58,137.60,81.63
3989258,"       (2020 BJ11)",60800,2.014,0.4716,6.15,341.69,161.93,297.25
3989259,"       (2020 BL11)",60800,0.989,0.0089,5.91,307.99,290.36,13.47
3989260,"       (2020 BM11)",60800,1.564,0.2928,17.59,115.33,29.27,238.67
3989261,"       (2020 BN11)",60800,2.064,0.5928,7.71,27.44,7.62,300.37
3989262,"       (2020 BO11)",60800,2.579,0.5858,5.20,256.67,259.27,90.89
3989263,"       (2020 BP11)",58874,0.7369,0.3760,7.35,304.37,3.80,176.80
3989264,"       (2020 BQ11)",58872,1.94,0.6833,4.26,157.79,68.72,337.53
3989265,"       (2020 BR11)",60800,1.284,0.2171,2.10,144.91,359.18,212.03
3989266,"       (2020 BS11)",60800,1.139,0.2195,8.87,349.58,239.82,40.42
3989268,"       (2020 BY11)",58879,1.937,0.5661,1.79,306.80,122.70,16.37
3989269,"       (2020 BZ11)",60800,1.184,0.4012,15.74,138.09,109.80,321.58
3989270,"       (2020 BA12)",60800,1.801,0.4079,4.09,156.32,320.16,68.24
3989273,"       (2020 BD12)",60800,2.475,0.4874,11.43,354.24,193.41,100.54
3989274,"       (2020 BE12)",60800,2.414,0.5634,5.36,82.89,76.51,135.74
3989276,"       (2020 BM12)",58875,1.933,0.4424,3.99,3.27,107.04,5.89
3989277,"       (2020 BN12)",60800,1.4,0.2993,9.18,311.37,199.68,51.50
3989278,"       (2020 BO12)",60800,1.239,0.3488,30.75,147.81,227.21,16.11
3989279,"       (2020 BP12)",60800,1.06,0.2670,7.37,122.54,272.74,359.17
3989280,"       (2020 BQ12)",60800,0.9083,0.2101,8.76,313.40,307.50,270.42
3989282,"       (2020 BT12)",60800,2.213,0.8943,30.38,283.17,359.63,180.42
3989283,"       (2020 BU12)",60800,1.672,0.3246,14.38,322.66,146.56,167.77
3989284,"       (2020 BW12)",60800,0.9905,0.0420,18.76,124.18,250.98,228.76
3989285,"       (2020 BX12)",60800,1.6,0.5273,40.06,132.85,70.50,190.79
3989286,"       (2020 BY12)",60800,2.03,0.4914,7.38,100.10,70.33,280.50
3989287,"       (2020 BZ12)",60800,7.706,0.9214,165.60,105.94,57.87,84.48
3989288,"       (2020 BA13)",60800,1.9,0.5187,5.65,127.24,321.41,14.89
3989289,"       (2020 BB13)",60800,1.8,0.2993,27.13,312.57,184.97,57.63
3989290,"       (2020 BC13)",60800,3.082,0.6338,18.58,358.14,132.21,354.11
3989291,"       (2020 BD13)",58879,1.075,0.4922,27.79,134.32,119.06,295.19
3989292,"       (2020 BE13)",58877,2.134,0.5820,5.08,141.77,294.72,12.48
3989293,"       (2020 BG13)",60800,1.528,0.3666,11.02,128.02,335.93,294.01
3989294,"       (2020 BH13)",60800,2.424,0.7039,13.53,35.60,216.75,101.08
3989295,"       (2020 BJ13)",60800,1.189,0.2192,2.61,137.69,297.02,56.94
3989296,"       (2020 BK13)",60800,1.229,0.3541,3.89,306.91,105.73,350.81
3989297,"       (2020 BL13)",60800,1.28,0.2571,4.55,315.13,135.86,250.00
3989298,"       (2020 BM13)",58878,2.405,0.6241,2.25,142.50,303.57,8.84
3989299,"       (2020 BN13)",58877,1.253,0.2375,7.78,294.22,237.61,331.72
3989300,"       (2020 BO13)",58876,1.5,0.1949,14.78,79.30,297.99,84.83
3989302,"       (2020 BQ13)",60800,1.655,0.3331,43.40,139.48,311.11,211.99
3989303,"       (2020 BR13)",60800,2.076,0.4201,19.91,161.78,267.13,299.14
3989305,"       (2020 BU13)",60800,2.469,0.9703,9.19,188.79,127.63,142.51
3989306,"       (2020 BV13)",60800,3.009,0.5823,21.24,345.74,152.40,0.33
3989308,"       (2020 BW13)",60800,0.9461,0.0945,0.48,298.05,349.20,106.15
3989307,"       (2020 BX13)",60800,1.504,0.2342,10.58,73.42,65.04,298.21
3989312,"       (2020 BY13)",58879,2.481,0.5937,10.06,132.95,357.64,359.55
3989315,"       (2020 BZ13)",60800,1.267,0.6775,18.50,128.24,116.69,214.50
3989314,"       (2020 BA14)",60800,2.182,0.6559,6.76,157.23,67.40,210.61
3989316,"       (2020 BD14)",60800,2.334,0.4539,11.86,202.59,0.54,147.15
3989317,"       (2020 BF14)",60800,1.284,0.4752,36.14,349.25,83.42,276.65
3989331,"       (2020 BH14)",60800,2.316,0.6645,28.72,340.59,32.80,232.02
3989332,"       (2020 BJ14)",60800,2.797,0.7066,2.66,104.21,329.71,52.49
3989333,"       (2020 BK14)",58876,2.697,0.7243,7.24,31.64,358.30,14.97
3989334,"       (2020 BL14)",58879,1.549,0.3735,7.94,144.85,36.90,337.35
3989335,"       (2020 BM14)",60800,1.654,0.3392,17.89,324.61,190.61,156.96
3989336,"       (2020 BN14)",60800,2.086,0.5693,13.33,95.51,346.46,286.30
3989337,"       (2020 BP14)",60800,2.339,0.5458,27.31,339.69,169.95,158.51
3989338,"       (2020 BT14)",60800,1.485,0.3803,4.29,312.80,221.63,306.54
3989339,"       (2020 BU14)",58877,2.503,0.5564,5.42,3.07,86.28,9.16
3989340,"       (2020 BV14)",60800,2.104,0.5218,2.77,197.83,342.65,248.51
3989341,"       (2020 BW14)",60800,2.693,0.6527,15.99,21.46,28.03,77.55
3989342,"       (2020 BX14)",60800,2.685,0.7949,11.23,174.19,221.86,81.68
3989343,"       (2020 BY14)",58877,1.577,0.3519,18.59,312.42,184.68,358.00
3989344,"       (2020 BZ14)",60800,1.315,0.2819,6.20,118.61,329.32,202.77
3989345,"       (2020 BA15)",60800,1.581,0.4683,9.34,127.89,302.47,253.50
3989346,"       (2020 BB15)",60800,1.718,0.4141,5.31,16.18,177.77,100.45
3989347,"       (2020 BC15)",60800,1.671,0.3642,36.19,137.86,41.26,142.11
3989348,"       (2020 BD15)",60800,1.66,0.5481,6.82,174.27,58.68,126.35
3989351,"       (2020 BF15)",58876,1.567,0.6024,4.57,135.64,259.65,27.13
3989352,"       (2020 BG15)",60800,1.912,0.3597,4.95,358.69,167.53,339.57
3989353,"       (2020 BH15)",58878,2.058,0.5448,5.22,121.74,325.91,10.99
3989354,"       (2020 BL15)",58880,1.547,0.4224,0.71,54.76,15.27,24.81
3989358,"       (2020 BM15)",58881,1.392,0.2147,22.83,311.30,197.52,351.26
3989395,"       (2020 BN15)",60800,2.213,0.5289,2.19,161.89,354.46,206.47
3989398,"       (2020 BO15)",58876,1.455,0.3580,6.97,302.36,140.52,21.43
3989399,"       (2020 BP15)",60800,2.494,0.6910,4.57,180.08,240.24,131.50
3989403,"       (2020 BR15)",58880,1.487,0.3882,1.57,21.43,53.17,25.88
3989410,"       (2020 BT15)",60800,2.142,0.4629,19.25,344.14,89.69,265.23
3989677,"       (2020 BX15)",60800,0.7658,0.4500,24.00,334.94,339.10,163.69
3989723,"       (2020 BY15)",60800,2.211,0.5251,3.83,343.66,200.39,198.92
3991582,"       (2020 BB16)",60800,1.949,0.4424,34.86,151.41,75.43,296.96
3991614,"       (2020 BC16)",60800,1.035,0.1251,11.36,149.99,106.51,245.42
54000002,"       (2020 BG16)",58875,1.882,0.5232,6.40,338.51,83.20,19.72
54005697,"       (2020 BK16)",58869,2.256,0.5593,3.14,145.10,349.16,356.30
54016279,"       (2020 BR16)",60800,1.322,0.2032,1.64,96.06,73.34,143.45
54016342,"       (2020 BU16)",60800,2.192,0.5230,19.50,320.71,299.84,176.89
3989349,"       (2020 CA)",60800,0.8817,0.4395,1.22,136.46,125.73,42.38
3989355,"       (2020 CB)",60800,0.9926,0.2851,3.70,134.18,248.10,187.84
